"";"filename";"X3rd.Party.Name";"Attributes";"AttributesPublic";"AttributesStatic";"BaseTags";"Classes";"Comments.Loc";"ConsoleOutput";"CtorsMax";"CtorsMaxName";"EmptyCatches";"EmptyOrNoCatch";"F.Args";"F.Args.Name";"F.GodFnRloc";"F.Mccc";"F.Mccc.Name";"F.Mccc.1.F.RLoc";"F.Mccc.1.F.RLoc.Name";"F.Nl";"F.Nl.Name";"F.RLoc";"F.RLoc.Name";"F.RLoc10.";"F.RLoc100.";"F.RLoc20.";"F.RLoc200.";"F.RLoc50.";"FriendClasses";"Functions";"FunctionsPub";"FunctionsUncommented";"Hacks";"Includes";"IsGenerated";"Lines140.";"Loc";"Loc.Comment";"Loc.Outcommented";"Mccc";"Nl";"Nl0.";"Nl1.";"Nl1..";"Nl1.Mean";"Nl10.";"Nl10..";"Nl10.Mean";"Nl2.";"Nl2..";"Nl2.Mean";"Nl3.";"Nl3..";"Nl3.Mean";"NL4";"Nl4..";"Nl4.Mean";"Nl5.";"Nl5..";"Nl5.Mean";"NL6";"Nl6..";"Nl6.Mean";"Nl7.";"Nl7..";"Nl7.Mean";"Nl8.";"Nl8..";"Nl8.Mean";"Nl9.";"Nl9..";"Nl9.Mean";"NlMean";"RLoc";"Templates";"TestsDisabled";"Todos";"Try.Nl";"Trys";"Trys.w.o.catch";"Uncommented.Complexity";"NL4.rel";"filetype"
"5748";"lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermGrouper.java";"Apache licensed";0;0;0;NA;1;"0.345679012346";0;2;"TermGrouper, line 35";0;0;7;"getSecondPassCollector, line 74";NA;1;"";"0.0";"";0;"";2;"TermGrouper, line 53";0;0;0;0;0;NA;6;6;0;0;10;NA;1;81;28;0;1;0;7;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";33;NA;0;0;0;0;0;0;0;"java"
"5749";"lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermSecondPassGroupingCollector.java";"Apache licensed";1;0;0;NA;1;"0.274725274725";0;1;"TermSecondPassGroupingCollector, line 38";0;0;8;"TermSecondPassGroupingCollector, line 46";NA;5;"doSetNextReader, line 56";"0.571428571429";"doSetNextReader, line 56";2;"doSetNextReader, line 56";11;"retrieveGroup, line 72";1;0;0;0;0;NA;3;1;0;0;10;NA;0;91;25;1;8;2;22;7;"0.318181818182";"1.14285714286";0;"0.0";"0";1;"0.0454545454545";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.363636363636";45;NA;0;0;0;0;0;0;0;"java"
"5750";"lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermFirstPassGroupingCollector.java";"Apache licensed";2;0;0;NA;1;"0.40625";0;1;"TermFirstPassGroupingCollector, line 36";0;0;3;"TermFirstPassGroupingCollector, line 58";NA;3;"getDocGroupValue, line 64";"0.333333333333";"getDocGroupValue, line 64";1;"getDocGroupValue, line 64";10;"copyDocGroupValue, line 76";1;0;0;0;0;NA;4;1;0;0;8;NA;0;96;39;0;5;1;20;10;"0.5";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.5";39;NA;0;0;0;0;0;0;0;"java"
"5751";"lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermAllGroupsCollector.java";"Apache licensed";1;0;0;NA;1;"0.375";0;2;"TermAllGroupsCollector, line 45";0;0;2;"TermAllGroupsCollector, line 65";NA;5;"collect, line 83";"0.333333333333";"doSetNextReader, line 111";3;"doSetNextReader, line 111";15;"collect, line 83";1;0;0;0;0;NA;5;4;0;0;10;NA;0;128;48;0;8;3;29;16;"0.551724137931";"1.4375";0;"0.0";"0";6;"0.206896551724";"2.16666666667";1;"0.0344827586207";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.793103448276";54;NA;0;0;0;0;0;0;0;"java"
"5752";"lucene/grouping/src/java/org/apache/lucene/search/grouping/term/TermAllGroupHeadsCollector.java";"Apache licensed";16;0;0;NA;9;"0.0717079530639";0;1;"TermAllGroupHeadsCollector, line 46";0;0;3;"create, line 85";26;10;"doSetNextReader, line 318";"1.0";"needGeneralImpl, line 109";4;"doSetNextReader, line 318";26;"doSetNextReader, line 318";14;0;5;0;0;NA;44;18;3;0;18;NA;0;767;55;0;91;4;351;203;"0.578347578348";"1.55665024631";0;"0.0";"0";83;"0.236467236467";"2.36144578313";25;"0.0712250712251";"3.2";5;"0.014245014245";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.900284900285";484;NA;0;0;0;0;0;0;0,0103305785123967;"java"
"5753";"lucene/grouping/src/test/org/apache/lucene/search/grouping/GroupFacetCollectorTest.java";"Apache licensed";0;0;0;NA;3;"0.0582901554404";27;0;"";0;0;8;"IndexContext, line 734";NA;29;"createIndexContext, line 473";"0.5";"createRandomCollector, line 707";4;"testRandom, line 369";175;"testSimple, line 55";5;2;5;0;4;NA;13;7;4;0;31;NA;11;772;45;0;76;4;496;234;"0.471774193548";"1.83333333333";0;"0.0";"0";121;"0.243951612903";"2.61157024793";62;"0.125";"3.1935483871";12;"0.0241935483871";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.864919354839";556;NA;0;1;0;0;0;7;0,0215827338129496;"java"
"5754";"lucene/grouping/src/test/org/apache/lucene/search/grouping/AbstractGroupingTestCase.java";"Apache licensed";0;0;0;NA;1;"0.615384615385";0;0;"";0;0;0;"";NA;2;"generateRandomNonEmptyString, line 28";"0.2";"generateRandomNonEmptyString, line 28";1;"generateRandomNonEmptyString, line 28";5;"generateRandomNonEmptyString, line 28";0;0;0;0;0;NA;1;0;0;0;2;NA;0;39;24;1;2;1;5;1;"0.2";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.2";10;NA;0;1;0;0;0;0;0;"java"
"5755";"lucene/grouping/src/test/org/apache/lucene/search/grouping/DistinctValuesCollectorTest.java";"Apache licensed";0;0;0;NA;4;"0.0622489959839";13;0;"";0;0;4;"createExpectedResult, line 376";NA;12;"createIndexContext, line 400";"0.416666666667";"compareNull, line 329";4;"testSimple, line 65";124;"testSimple, line 65";7;1;3;0;1;NA;13;3;4;0;36;NA;10;498;31;0;44;4;288;117;"0.40625";"1.76068376068";0;"0.0";"0";60;"0.208333333333";"2.48333333333";27;"0.09375";"3.07407407407";2;"0.00694444444444";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.715277777778";356;NA;0;0;0;0;0;0;0,00561797752808989;"java"
"5756";"lucene/grouping/src/test/org/apache/lucene/search/grouping/AllGroupHeadsCollectorTest.java";"Apache licensed";1;0;0;NA;2;"0.0705467372134";16;0;"";0;0;6;"GroupDoc, line 556";145;28;"testRandom, line 175";"0.5";"openBitSetContains, line 406";5;"getComparator, line 478";145;"testRandom, line 175";8;1;3;0;2;NA;10;3;5;0;40;NA;3;567;40;1;64;5;336;223;"0.66369047619";"1.97757847534";0;"0.0";"0";130;"0.386904761905";"2.67692307692";61;"0.181547619048";"3.44262295082";24;"0.0714285714286";"4.125";3;"0.00892857142857";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.3125";397;NA;0;0;0;0;0;0;0,0604534005037783;"java"
"5757";"lucene/grouping/src/test/org/apache/lucene/search/grouping/AllGroupsCollectorTest.java";"Apache licensed";0;0;0;NA;1;"0.169014084507";1;0;"";0;0;3;"addGroupField, line 121";NA;3;"createRandomCollector, line 126";"0.222222222222";"createRandomCollector, line 126";1;"createRandomCollector, line 126";56;"testTotalGroupCount, line 41";1;0;1;0;1;NA;3;1;0;0;18;NA;0;142;24;0;3;1;67;4;"0.0597014925373";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0597014925373";90;NA;0;0;0;0;0;0;0;"java"
"5758";"lucene/grouping/src/test/org/apache/lucene/search/grouping/GroupingSearchTest.java";"Apache licensed";0;0;0;NA;1;"0.114285714286";0;0;"";0;0;4;"addGroupField, line 172";NA;7;"compareGroupValue, line 179";"0.375";"compareGroupValue, line 179";2;"compareGroupValue, line 179";91;"testBasic, line 46";4;0;1;0;1;NA;5;2;1;0;22;NA;0;245;28;1;10;2;140;17;"0.121428571429";"1.17647058824";0;"0.0";"0";3;"0.0214285714286";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.142857142857";169;NA;0;0;0;0;0;0;0;"java"
"5759";"lucene/grouping/src/test/org/apache/lucene/search/grouping/TestGrouping.java";"Apache licensed";2;0;0;NA;4;"0.0796992481203";51;0;"";0;0;13;"searchShards, line 1164";324;96;"testRandom, line 643";"0.5";"verifyShards, line 1153";8;"testRandom, line 643";324;"testRandom, line 643";13;1;7;1;4;NA;25;7;8;0;53;NA;28;1330;106;25;192;8;759;571;"0.752305665349";"2.31873905429";0;"0.0";"0";383;"0.504611330698";"2.96605744125";198;"0.260869565217";"3.86868686869";98;"0.129117259552";"4.75510204082";46;"0.0606060606061";"5.60869565217";18;"0.0237154150198";"6.55555555556";8;"0.0105401844532";"7.25";2;"0.00263504611331";"8.0";0;"0.0";"0";"1.74440052701";886;NA;0;6;0;0;0;19;0,110609480812641;"java"
"5760";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/IDVersionPostingsFormat.java";"Apache licensed";0;0;0;NA;1;"0.302816901408";0;2;"IDVersionPostingsFormat, line 58";0;2;2;"IDVersionPostingsFormat, line 75";NA;3;"longToBytes, line 126";"0.153846153846";"longToBytes, line 126";2;"fieldsConsumer, line 83";13;"longToBytes, line 126";2;0;0;0;0;NA;6;6;0;0;12;NA;1;142;43;0;5;2;47;14;"0.297872340426";"1.14285714286";0;"0.0";"0";2;"0.0425531914894";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.340425531915";73;NA;0;1;1;2;2;0;0;"java"
"5761";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/IDVersionSegmentTermsEnumFrame.java";"Apache licensed";25;2;0;NA;1;"0.349315068493";0;1;"IDVersionSegmentTermsEnumFrame, line 29";0;0;2;"IDVersionSegmentTermsEnumFrame, line 94";57;17;"scanToTermNonLeaf, line 593";"1.0";"getTermBlockOrd, line 116";5;"scanToTermLeaf, line 467";57;"scanToTermNonLeaf, line 593";7;0;4;0;2;NA;17;12;2;0;8;NA;12;730;255;92;63;5;250;147;"0.588";"2.00680272109";0;"0.0";"0";77;"0.308";"2.92207792208";47;"0.188";"3.51063829787";18;"0.072";"4.33333333333";6;"0.024";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.18";307;NA;0;9;0;0;0;0;0,0586319218241042;"java"
"5763";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/IDVersionPostingsWriter.java";"Apache licensed";5;0;0;NA;1;"0.136094674556";0;1;"IDVersionPostingsWriter, line 32";0;0;5;"encodeTerm, line 154";NA;7;"addPosition, line 102";"0.5";"finishDoc, line 128";1;"setField, line 64";14;"addPosition, line 102";1;0;0;0;0;NA;11;11;1;0;11;NA;2;169;23;0;17;1;52;17;"0.326923076923";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.326923076923";96;NA;0;1;0;0;0;0;0;"java"
"5764";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/SinglePostingsEnum.java";"Apache licensed";4;0;0;NA;1;"0.168316831683";0;1;"SinglePostingsEnum, line 22";0;0;2;"reset, line 35";NA;3;"advance, line 59";"0.333333333333";"advance, line 59";1;"nextDoc, line 42";6;"nextDoc, line 42";0;0;0;0;0;NA;11;11;0;0;2;NA;0;101;17;0;4;1;27;5;"0.185185185185";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.185185185185";56;NA;0;0;0;0;0;0;0;"java"
"5765";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/VersionBlockTreeTermsWriter.java";"Apache licensed";8;0;0;NA;6;"0.257336343115";0;1;"VersionBlockTreeTermsWriter, line 92";0;2;7;"FieldMetaData, line 149";77;15;"writeBlock, line 546";"1.0";"encodeOutput, line 250";4;"writeBlock, line 546";77;"writeBlock, line 546";9;0;5;0;1;NA;23;11;4;0;33;NA;9;886;228;55;58;4;305;179;"0.586885245902";"1.75977653631";0;"0.0";"0";95;"0.311475409836";"2.43157894737";39;"0.127868852459";"3.05128205128";2;"0.00655737704918";"4.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.03278688525";439;NA;0;8;1;3;2;0;0,00455580865603645;"java"
"5766";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/SingleDocsEnum.java";"Apache licensed";2;0;0;NA;1;"0.188888888889";0;0;"";0;0;1;"reset, line 30";NA;3;"advance, line 52";"0.4";"advance, line 52";1;"nextDoc, line 36";5;"nextDoc, line 36";0;0;0;0;0;NA;10;10;0;0;3;NA;0;90;17;0;4;1;19;4;"0.210526315789";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.210526315789";45;NA;0;0;0;0;0;0;0;"java"
"5767";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/IDVersionSegmentTermsEnum.java";"Apache licensed";8;0;0;NA;1;"0.313688212928";0;1;"IDVersionSegmentTermsEnum, line 40";0;0;3;"pushFrame, line 146";125;31;"seekExact, line 236";"0.742857142857";"printSeekState, line 837";5;"printSeekState, line 837";125;"seekExact, line 236";8;1;4;0;2;NA;24;14;2;0;15;NA;32;1052;330;148;103;5;395;290;"0.73417721519";"1.95172413793";0;"0.0";"0";173;"0.437974683544";"2.59537572254";80;"0.20253164557";"3.2875";21;"0.053164556962";"4.09523809524";2;"0.00506329113924";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.43291139241";464;NA;0;4;1;1;0;16;0,0452586206896552;"java"
"5768";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/IDVersionPostingsReader.java";"Apache licensed";0;0;0;NA;1;"0.165048543689";0;0;"";0;0;5;"decodeTerm, line 52";NA;4;"postings, line 64";"0.1875";"postings, line 64";2;"postings, line 64";16;"postings, line 64";1;0;0;0;0;NA;8;8;0;0;9;NA;0;103;17;0;5;2;30;12;"0.4";"1.16666666667";0;"0.0";"0";2;"0.0666666666667";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.466666666667";58;NA;0;0;0;0;0;0;0;"java"
"5769";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/VersionBlockTreeTermsReader.java";"Apache licensed";0;0;0;NA;1;"0.196078431373";0;1;"VersionBlockTreeTermsReader, line 48";0;2;2;"VersionBlockTreeTermsReader, line 62";66;11;"VersionBlockTreeTermsReader, line 62";"0.25";"ramBytesUsed, line 226";3;"VersionBlockTreeTermsReader, line 62";66;"VersionBlockTreeTermsReader, line 62";1;0;1;0;1;NA;12;9;1;0;21;NA;2;255;50;3;13;3;100;65;"0.65";"1.6";0;"0.0";"0";35;"0.35";"2.11428571429";4;"0.04";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.04";146;NA;0;0;1;3;2;0;0;"java"
"5770";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/VersionFieldReader.java";"Apache licensed";0;0;0;NA;1;"0.196629213483";0;1;"VersionFieldReader, line 37";0;0;12;"VersionFieldReader, line 54";NA;2;"VersionFieldReader, line 54";"1.0";"ramBytesUsed, line 161";1;"VersionFieldReader, line 54";19;"VersionFieldReader, line 54";1;0;0;0;0;NA;15;14;0;0;14;NA;3;178;35;11;6;1;42;10;"0.238095238095";"1.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.238095238095";101;NA;0;0;0;0;0;0;0;"java"
"5771";"lucene/sandbox/src/java/org/apache/lucene/codecs/idversion/IDVersionTermState.java";"Apache licensed";2;0;0;NA;1;"0.4";0;0;"";0;0;1;"copyFrom, line 34";NA;1;"";"0.0";"";0;"";4;"copyFrom, line 34";0;0;0;0;0;NA;2;2;0;0;2;NA;0;40;16;0;1;0;7;0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.0";17;NA;0;0;0;0;0;0;0;"java"
"5773";"lucene/sandbox/src/java/org/apache/lucene/sandbox/queries/FuzzyLikeThisQuery.java";"Apache licensed";13;0;1;NA;4;"0.201030927835";0;1;"FuzzyLikeThisQuery, line 67";0;0;4;"FieldVals, line 121";45;12;"addTerms, line 189";"0.75";"equalsTo, line 98";5;"addTerms, line 189";45;"addTerms, line 189";4;0;3;0;0;NA;17;13;3;0;31;NA;1;388;78;0;44;5;150;77;"0.513333333333";"2.50649350649";0;"0.0";"0";52;"0.346666666667";"3.23076923077";39;"0.26";"3.64102564103";18;"0.12";"4.38888888889";7;"0.0466666666667";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.28666666667";223;NA;0;2;0;0;0;1;0,0807174887892377;"java"
"5774";"lucene/sandbox/src/java/org/apache/lucene/document/LatLonPoint.java";"Apache licensed";0;0;0;NA;1;"0.38622754491";0;1;"LatLonPoint, line 79";0;0;5;"newBoxQuery, line 188";29;9;"nearest, line 292";"0.666666666667";"checkCompatible, line 160";3;"newBoxInternal, line 229";29;"nearest, line 292";4;0;2;0;0;NA;11;7;0;0;30;NA;3;334;129;0;21;3;99;46;"0.464646464646";"1.52173913043";0;"0.0";"0";17;"0.171717171717";"2.41176470588";7;"0.0707070707071";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.707070707071";147;NA;0;3;0;0;0;0;0;"java"
"5775";"lucene/sandbox/src/java/org/apache/lucene/document/BigIntegerPoint.java";"Apache licensed";0;0;0;NA;1;"0.404";0;1;"BigIntegerPoint, line 45";0;0;3;"encodeDimension, line 136";NA;4;"pack, line 86";"0.375";"pack, line 86";3;"newSetQuery, line 219";18;"newSetQuery, line 219";2;0;0;0;0;NA;13;11;0;0;8;NA;2;250;101;0;9;3;62;25;"0.403225806452";"1.56";0;"0.0";"0";10;"0.161290322581";"2.4";4;"0.0645161290323";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.629032258065";91;NA;0;0;0;0;0;0;0;"java"
"5776";"lucene/sandbox/src/java/org/apache/lucene/document/LatLonPointDistanceComparator.java";"Apache licensed";11;0;0;NA;1;"0.187772925764";0;1;"LatLonPointDistanceComparator, line 46";0;0;4;"LatLonPointDistanceComparator, line 73";NA;10;"compareBottom, line 136";"0.428571428571";"compareBottom, line 136";2;"setBottom, line 89";21;"compareBottom, line 136";3;0;1;0;0;NA;13;10;1;0;17;NA;0;229;43;0;21;2;74;42;"0.567567567568";"1.35714285714";0;"0.0";"0";15;"0.202702702703";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.77027027027";130;NA;0;2;0;0;0;0;0;"java"
"5777";"lucene/sandbox/src/java/org/apache/lucene/document/LatLonDocValuesField.java";"Apache licensed";0;0;0;NA;1;"0.552486187845";0;1;"LatLonDocValuesField, line 51";0;0;5;"newBoxQuery, line 146";NA;5;"newBoxQuery, line 146";"0.666666666667";"checkCompatible, line 92";2;"newBoxQuery, line 146";11;"toString, line 102";1;0;0;0;0;NA;7;6;0;0;11;NA;1;181;100;0;7;2;29;7;"0.241379310345";"1.28571428571";0;"0.0";"0";2;"0.0689655172414";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.310344827586";54;NA;0;1;0;0;0;0;0;"java"
"5778";"lucene/sandbox/src/java/org/apache/lucene/document/LatLonDocValuesBoxQuery.java";"Apache licensed";0;0;0;NA;1;"0.151724137931";0;1;"LatLonDocValuesBoxQuery, line 34";0;0;5;"LatLonDocValuesBoxQuery, line 40";27;10;"createWeight, line 97";"0.666666666667";"equals, line 71";7;"createWeight, line 97";27;"createWeight, line 97";2;0;1;0;0;NA;5;4;2;0;12;NA;0;145;22;0;18;7;65;30;"0.461538461538";"3.6";0;"0.0";"0";24;"0.369230769231";"4.25";20;"0.307692307692";"4.7";15;"0.230769230769";"5.26666666667";12;"0.184615384615";"5.58333333333";5;"0.0769230769231";"6.4";2;"0.0307692307692";"7.0";0;"0.0";"0";0;"0.0";"0";"1.66153846154";91;NA;0;0;0;0;0;0;0,164835164835165;"java"
"5779";"lucene/sandbox/src/java/org/apache/lucene/document/IntRangeField.java";"Apache licensed";0;0;0;NA;1;"0.393129770992";0;1;"IntRangeField, line 42";0;0;3;"IntRangeField, line 53";NA;7;"checkArgs, line 95";"1.0";"checkArgs, line 95";2;"verifyAndEncode, line 123";12;"toString, line 235";2;0;0;0;0;NA;16;8;1;0;4;NA;0;262;103;0;20;2;78;32;"0.410256410256";"1.1875";0;"0.0";"0";6;"0.0769230769231";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.487179487179";102;NA;0;0;0;0;0;0;0;"java"
"5780";"lucene/sandbox/src/java/org/apache/lucene/document/RangeFieldQuery.java";"Apache licensed";0;0;0;NA;2;"0.240506329114";0;1;"RangeFieldQuery, line 43";0;0;4;"RangeFieldQuery, line 74";58;19;"createWeight, line 108";"0.75";"isDisjoint, line 207";5;"createWeight, line 108";58;"createWeight, line 108";2;0;1;0;1;NA;15;4;1;0;19;NA;0;316;76;0;40;5;118;73;"0.618644067797";"2.45205479452";0;"0.0";"0";55;"0.466101694915";"2.92727272727";31;"0.262711864407";"3.64516129032";16;"0.135593220339";"4.25";4;"0.0338983050847";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.51694915254";169;NA;0;0;0;0;0;0;0,0946745562130177;"java"
"5781";"lucene/sandbox/src/java/org/apache/lucene/document/InetAddressPoint.java";"Apache licensed";1;0;0;NA;1;"0.364217252396";0;1;"InetAddressPoint, line 52";0;0;3;"newPrefixQuery, line 214";NA;5;"newPrefixQuery, line 214";"0.333333333333";"setInetAddressValue, line 117";3;"newSetQuery, line 268";25;"newSetQuery, line 268";3;0;1;0;0;NA;12;11;0;0;11;NA;2;313;114;0;13;3;95;44;"0.463157894737";"1.36363636364";0;"0.0";"0";11;"0.115789473684";"2.45454545455";5;"0.0526315789474";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.631578947368";136;NA;0;0;1;2;0;0;0;"java"
"5782";"lucene/sandbox/src/java/org/apache/lucene/document/NearestNeighbor.java";"Apache licensed";10;0;0;NA;4;"0.182926829268";0;0;"";0;0;6;"nearest, line 199";56;13;"nearest, line 199";"0.571428571429";"approxBestDistance, line 312";3;"nearest, line 199";56;"nearest, line 199";3;0;2;0;1;NA;12;8;2;0;16;NA;7;328;60;11;31;3;123;72;"0.585365853659";"1.56944444444";0;"0.0";"0";39;"0.317073170732";"2.05128205128";2;"0.0162601626016";"3.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.918699186992";180;NA;0;5;0;0;0;0;0;"java"
"5783";"lucene/sandbox/src/java/org/apache/lucene/document/LatLonPointInPolygonQuery.java";"Apache licensed";0;0;0;NA;1;"0.153846153846";0;1;"LatLonPointInPolygonQuery, line 53";0;0;3;"createWeight, line 78";50;8;"createWeight, line 78";"0.5";"equals, line 185";5;"createWeight, line 78";50;"createWeight, line 78";2;0;1;0;1;NA;8;5;2;0;25;NA;0;208;32;0;16;5;81;46;"0.567901234568";"2.73913043478";0;"0.0";"0";37;"0.456790123457";"3.16216216216";26;"0.320987654321";"3.65384615385";15;"0.185185185185";"4.13333333333";2;"0.0246913580247";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.55555555556";122;NA;0;1;0;0;0;0;0,122950819672131;"java"
"5784";"lucene/sandbox/src/java/org/apache/lucene/document/FloatRangeField.java";"Apache licensed";0;0;0;NA;1;"0.393129770992";0;1;"FloatRangeField, line 42";0;0;3;"FloatRangeField, line 53";NA;7;"checkArgs, line 95";"1.0";"checkArgs, line 95";2;"verifyAndEncode, line 123";12;"toString, line 235";2;0;0;0;0;NA;16;8;1;0;4;NA;0;262;103;0;20;2;78;32;"0.410256410256";"1.1875";0;"0.0";"0";6;"0.0769230769231";"2.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"0.487179487179";102;NA;0;0;0;0;0;0;0;"java"
"5785";"lucene/sandbox/src/java/org/apache/lucene/document/LatLonPointDistanceQuery.java";"Apache licensed";0;0;0;NA;1;"0.140845070423";0;1;"LatLonPointDistanceQuery, line 49";0;0;4;"LatLonPointDistanceQuery, line 55";86;17;"createWeight, line 71";"0.75";"equalsTo, line 262";5;"createWeight, line 71";86;"createWeight, line 71";4;0;1;0;1;NA;10;9;1;0;24;NA;2;284;40;0;25;5;128;77;"0.6015625";"2.90909090909";0;"0.0";"0";62;"0.484375";"3.37096774194";48;"0.375";"3.77083333333";31;"0.2421875";"4.1935483871";6;"0.046875";"5.0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";0;"0.0";"0";"1.75";172;NA;0;0;0;0;0;0;0,180232558139535;"java"
